DATE,PLUME_VERSION,FILE_NAME,PHASE,DATABASE,COMPILING_AND_UNPACKING,SOOT,PROGRAM_STRUCTURE_BUILDING,BASE_CPG_BUILDING,DATABASE_WRITE,DATABASE_READ,DATA_FLOW_PASS,CACHE_HITS,CACHE_MISSES,CONNECT_DESERIALIZE,DISCONNECT_SERIALIZE
2021-04-22T18:11:40.300098,0.5.6,FasterXML/jackson-databind,DISCUPT0,OverflowDB,146097205,5290731157,482536089,11250334617,4357184143,4577768270,18798895669,435479,17305,846646,5899472609
2021-04-22T18:11:53.202565,0.5.6,FasterXML/jackson-databind,DISCUPT1,OverflowDB,151521270,5030252815,296800465,771210436,11394322,973476656,81759181,89,1588,772171551,5780354312
2021-04-22T18:12:00.303942,0.5.6,FasterXML/jackson-databind,DISCUPT2,OverflowDB,145173842,5074971702,332633458,648337932,9129979,870978173,86012257,222,1475,769985966,26672450
2021-04-22T18:12:08.779791,0.5.6,FasterXML/jackson-databind,DISCUPT3,OverflowDB,141931612,5129379966,459297614,1670973023,111256128,1824203104,261725937,1003,2670,765237297,29442406
2021-04-22T18:12:20.960981,0.5.6,apache/tinkerpop/gremlin-driver,INITIAL,OverflowDB,24174409,1339190721,158877025,2597315687,1892360769,1149243073,6161447662,101758,7208,766587494,83786737
2021-04-22T18:12:30.882193,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT0,OverflowDB,24140276,1361080345,161793253,2351399600,924252867,961140033,4854346037,102622,7279,803536,1159376029
2021-04-22T18:12:36.723084,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT1,OverflowDB,23706360,1270557661,414917065,1312810330,136158288,1285230707,1579434349,2557,2196,156321828,1076799699
2021-04-22T18:12:40.966108,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT2,OverflowDB,24196456,1297168746,327898959,917449588,51687783,902264352,1440715003,1511,1378,156237554,73025079
2021-04-22T18:12:45.449584,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT3,OverflowDB,23521779,1268557600,426406413,1098938576,66484409,1147108876,1455683083,1813,1602,157380532,46844094
2021-04-22T18:12:52.971821,0.5.6,neo4j/neo4j,INITIAL,OverflowDB,10826184,869344780,66412480,1996099891,437828901,1462096328,4218087607,32607,3881,158285351,57049698
2021-04-22T18:12:59.366103,0.5.6,neo4j/neo4j,DISCUPT0,OverflowDB,10476666,969485652,65878355,700234574,286164937,183339224,4267485610,32942,3905,791959,374587192
2021-04-22T18:13:00.985223,0.5.6,neo4j/neo4j,DISCUPT1,OverflowDB,10489136,834758855,280192689,71749096,210204929,71089849,27385599,115,619,52267061,337644359
2021-04-22T18:13:02.880314,0.5.6,neo4j/neo4j,DISCUPT2,OverflowDB,10873396,896523004,300075975,292068388,122850820,234073033,330871089,1272,1183,51593977,8291162
2021-04-22T18:13:04.472332,0.5.6,neo4j/neo4j,DISCUPT3,OverflowDB,10473743,882870341,201175222,255528193,16601616,223347833,150780519,793,819,53253840,33146949
2021-04-22T18:13:40.430211,0.5.6,FasterXML/jackson-databind,INITIAL,OverflowDB,146034149,5422303046,478845649,11516066074,4516693041,4886701355,18263450063,435439,17305,52571492,21481169
2021-04-22T18:14:22.367168,0.5.6,FasterXML/jackson-databind,DISCUPT0,OverflowDB,141402378,5208044960,480290843,11649276428,4401558518,4925215871,18570313951,435479,17305,1733659,5865808622
2021-04-22T18:14:35.066764,0.5.6,FasterXML/jackson-databind,DISCUPT1,OverflowDB,142512889,4990579821,284877679,723183500,10387715,920778335,80113644,89,1588,770723185,5690213884
2021-04-22T18:14:42.196319,0.5.6,FasterXML/jackson-databind,DISCUPT2,OverflowDB,142380476,4922571025,514204947,658807225,9270692,1063240228,84691105,222,1475,764048950,25789037
2021-04-22T18:14:50.771785,0.5.6,FasterXML/jackson-databind,DISCUPT3,OverflowDB,139980525,4929680250,644727890,1790518490,105561284,2133540527,260251548,1003,2670,763498514,29668127
2021-04-22T18:15:03.703799,0.5.6,apache/tinkerpop/gremlin-driver,INITIAL,OverflowDB,24700286,1380567668,154420210,2724005297,1873668343,1369113256,6717065906,101758,7208,785456347,122640146
2021-04-22T18:15:13.451784,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT0,OverflowDB,24416777,1348724326,158501077,2201347957,927087490,759955555,4854366800,102622,7279,776558,1152588009
2021-04-22T18:15:19.206884,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT1,OverflowDB,24890094,1282701816,375240156,1281369045,128566222,1219648490,1558669146,2557,2196,156793214,1069373278
2021-04-22T18:15:23.507293,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT2,OverflowDB,24802119,1265395340,400375867,938265571,49011545,986595085,1438043345,1511,1378,156685523,70963652
2021-04-22T18:15:27.954303,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT3,OverflowDB,23973919,1258411274,419565056,1059547659,66110211,1105679820,1473461754,1813,1602,156977016,49169469
2021-04-22T18:15:35.233186,0.5.6,neo4j/neo4j,INITIAL,OverflowDB,10422512,853267185,64654285,1976492936,427076093,1459453517,4024843387,32607,3881,156020070,50215053
2021-04-22T18:15:41.522076,0.5.6,neo4j/neo4j,DISCUPT0,OverflowDB,10272253,865231934,64298080,732358918,282797485,181817859,4222019052,32942,3905,665371,388742447
2021-04-22T18:15:43.122683,0.5.6,neo4j/neo4j,DISCUPT1,OverflowDB,10665512,814475617,265948851,61004134,207478492,57390289,26800309,115,619,52158253,365072221
2021-04-22T18:15:44.882846,0.5.6,neo4j/neo4j,DISCUPT2,OverflowDB,10390398,848947034,282155776,232438237,97710724,173852149,322550445,1272,1183,51326327,7927047
2021-04-22T18:15:46.424609,0.5.6,neo4j/neo4j,DISCUPT3,OverflowDB,10813868,860477194,183960535,248079179,16066670,218979967,150143841,793,819,51835541,31829384
2021-04-22T18:16:22.293602,0.5.6,FasterXML/jackson-databind,INITIAL,OverflowDB,142117569,5178662347,482807597,11585811923,4388352832,5193277405,18348939778,435439,17305,52448819,21372592
2021-04-22T18:17:02.780813,0.5.6,FasterXML/jackson-databind,DISCUPT0,OverflowDB,142774662,5217202671,475276831,10616203101,4323900029,4212660857,18228854899,435479,17305,756094,5786377108
2021-04-22T18:17:15.656876,0.5.6,FasterXML/jackson-databind,DISCUPT1,OverflowDB,140503720,5017210335,373076550,802515307,11584486,1086480536,80197803,89,1588,767138022,5678083449
2021-04-22T18:17:22.757541,0.5.6,FasterXML/jackson-databind,DISCUPT2,OverflowDB,141051260,4942043855,355295808,660936751,9272133,906412872,84594835,222,1475,869215266,30065259
2021-04-22T18:17:31.169009,0.5.6,FasterXML/jackson-databind,DISCUPT3,OverflowDB,151625629,5055457718,482785436,1639715230,105807480,1809343686,271564586,1003,2670,762312284,30766823
2021-04-22T18:17:43.465134,0.5.6,apache/tinkerpop/gremlin-driver,INITIAL,OverflowDB,39598821,1362371612,156315551,2727090130,1930012514,1372837735,6083225891,101758,7208,762740727,80783495
2021-04-22T18:17:54.376250,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT0,OverflowDB,23664128,1376121654,156352235,2349228585,856256221,975685018,5831199347,102622,7279,760328,1166166407
2021-04-22T18:18:00.032979,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT1,OverflowDB,23339652,1276257949,431836747,1149502370,127526050,1100793815,1541909424,2557,2196,155925104,1072083917
2021-04-22T18:18:04.405339,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT2,OverflowDB,23917779,1263941295,421542044,994294663,52205673,1083065893,1439738633,1511,1378,155042718,67961115
2021-04-22T18:18:08.765968,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT3,OverflowDB,24433483,1267591521,427767134,992817288,65615011,1045124164,1437992174,1813,1602,155631692,48506246
2021-04-22T18:18:16.069641,0.5.6,neo4j/neo4j,INITIAL,OverflowDB,10696756,863877918,64799353,1983106103,430606311,1460946344,4029207989,32607,3881,156125118,52125590
2021-04-22T18:18:22.332316,0.5.6,neo4j/neo4j,DISCUPT0,OverflowDB,10533813,882835905,64086693,689947088,283373334,181830529,4213012874,32942,3905,793198,396335284
2021-04-22T18:18:23.973057,0.5.6,neo4j/neo4j,DISCUPT1,OverflowDB,10984894,817843482,300461725,58782832,208247974,56455952,26681090,115,619,51720047,369927210
2021-04-22T18:18:25.711174,0.5.6,neo4j/neo4j,DISCUPT2,OverflowDB,10483089,851983076,246719242,243849439,97686663,185814320,323117273,1272,1183,51066269,6638470
2021-04-22T18:18:27.211572,0.5.6,neo4j/neo4j,DISCUPT3,OverflowDB,10353179,852670340,170662729,231418003,15379833,201395619,147599678,793,819,51514256,31860900
2021-04-22T18:19:03.030521,0.5.6,FasterXML/jackson-databind,INITIAL,OverflowDB,140285482,5235365424,483073892,11649759697,4817604833,4928360673,18183491804,435439,17305,51810467,20609367
2021-04-22T18:19:44.130658,0.5.6,FasterXML/jackson-databind,DISCUPT0,OverflowDB,143025342,5248699844,472493481,10654997914,4513358140,4185903800,18738972225,435479,17305,800927,5821559450
2021-04-22T18:19:56.706459,0.5.6,FasterXML/jackson-databind,DISCUPT1,OverflowDB,141660342,4898971476,291900156,717705120,10382568,923393247,79385749,89,1588,811372459,5618080045
2021-04-22T18:20:03.860832,0.5.6,FasterXML/jackson-databind,DISCUPT2,OverflowDB,144761192,4922089870,410331345,787899353,9012113,1092731127,84474746,222,1475,762695269,25153303
2021-04-22T18:20:12.834623,0.5.6,FasterXML/jackson-databind,DISCUPT3,OverflowDB,142691964,4951597039,683408308,2127175328,114879994,2505794049,259168678,1003,2670,762941395,29762600
2021-04-22T18:20:25.281171,0.5.6,apache/tinkerpop/gremlin-driver,INITIAL,OverflowDB,24000839,1528662897,156299320,2769577635,1884358879,1410112681,6075000716,101758,7208,764353032,93033564
2021-04-22T18:20:35.267330,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT0,OverflowDB,24058429,1352256572,156785617,2372926883,858672742,996390173,4894818213,102622,7279,762248,1177126534
2021-04-22T18:20:40.767612,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT1,OverflowDB,24081248,1309885892,298608846,1072722094,115422725,978865443,1560649867,2557,2196,155575815,1073086267
2021-04-22T18:20:45.073059,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT2,OverflowDB,25274909,1268507998,369985776,974371984,49282713,1019220894,1435296207,1511,1378,155533132,70933284
2021-04-22T18:20:49.454372,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT3,OverflowDB,24138519,1263968641,446144343,990313197,65250597,1020182848,1446589652,1813,1602,156174094,48525077
2021-04-22T18:20:56.767302,0.5.6,neo4j/neo4j,INITIAL,OverflowDB,10418254,854510811,64296398,1983422601,429660906,1466052560,4047479116,32607,3881,156040852,52657431
2021-04-22T18:21:03.161307,0.5.6,neo4j/neo4j,DISCUPT0,OverflowDB,10622305,931152621,64012315,690931929,285327158,184569785,4298019208,32942,3905,690232,393656657
2021-04-22T18:21:04.791018,0.5.6,neo4j/neo4j,DISCUPT1,OverflowDB,10857593,858823380,268465827,59487276,210033554,58270164,26205837,115,619,53049165,348742020
2021-04-22T18:21:06.503696,0.5.6,neo4j/neo4j,DISCUPT2,OverflowDB,10866553,848920749,222885647,243006632,98352150,186236335,323879612,1272,1183,51268277,7843749
2021-04-22T18:21:08.062050,0.5.6,neo4j/neo4j,DISCUPT3,OverflowDB,10421273,857120418,195043624,233042536,15519350,204387095,147622537,793,819,51858966,59330510
2021-04-23T06:31:26.174588,0.5.6,FasterXML/jackson-databind,INITIAL,Neo4j,366173292,7684393981,521157621191,24304291698324,12141053258383,31318860472173,18625706970891,435373,17305,132782207,0
2021-04-23T06:33:33.020139,0.5.6,FasterXML/jackson-databind,UPDATE0,Neo4j,206691769,5393280896,6155899264,67097685604,38316283064,82428289786,47970034602,2280,12,0,0
2021-04-23T06:34:23.358004,0.5.6,FasterXML/jackson-databind,UPDATE1,Neo4j,167740361,4749183162,5428760036,26290533046,13810580536,31346936205,13680762325,1859,1,0,0
2021-04-23T06:35:11.932482,0.5.6,FasterXML/jackson-databind,UPDATE2,Neo4j,157747293,4701355767,7852435408,22122978811,13823703842,29602955095,13719566185,1873,1,0,0
2021-04-23T06:41:05.395,0.5.6,FasterXML/jackson-databind,UPDATE3,Neo4j,162969457,4738678300,11172631665,193539551061,110631635050,237407723743,143828602240,3800,50,0,0
2021-04-24T07:39:15.007680,0.5.6,FasterXML/jackson-databind,BUILD0,Neo4j,182483155,5211978021,559830186549,24931522937300,12736086555330,31808044604144,19025770549501,435479,17305,908068,201507953
2021-04-24T19:55:35.925937,0.5.6,FasterXML/jackson-databind,BUILD1,Neo4j,184862242,5052287333,559581532806,24680435930997,12622460299899,31537114865447,18892679951920,435481,17305,0,0
2021-04-25T08:03:37.730126,0.5.6,FasterXML/jackson-databind,BUILD2,Neo4j,180293335,5096748771,551360369637,24694175465809,12438217656745,31221108233810,18386361462681,435498,17305,0,0
2021-04-25T20:09:07.260042,0.5.6,FasterXML/jackson-databind,BUILD3,Neo4j,181144915,5001553511,550564367729,24421453873236,12256696772639,31251686614444,18508851157716,435568,17307,0,0
2021-04-26T08:25:20.628380,0.5.6,FasterXML/jackson-databind,INITIAL,Neo4j,339024452,8099420234,544552874834,24611173848830,12291638195623,31636402854353,18792572694570,435439,17305,130735500,0
2021-04-26T08:27:31.884238,0.5.6,FasterXML/jackson-databind,DISCUPT0,Neo4j,203896957,5201640221,13317091058,64604887455,37960433107,87199754736,47693714868,624,1668,1186210,209765929
2021-04-26T08:28:28.989126,0.5.6,FasterXML/jackson-databind,DISCUPT1,Neo4j,164631445,4707450055,12906667169,25482676067,14511021075,37235684943,13619117844,263,1597,996403,202356568
2021-04-26T08:29:25.551225,0.5.6,FasterXML/jackson-databind,DISCUPT2,Neo4j,167340838,4657180633,15584536612,22210455265,14317273941,36903321275,13718516019,367,1507,1045864,202059522
2021-04-26T08:35:28.631997,0.5.6,FasterXML/jackson-databind,DISCUPT3,Neo4j,168026557,4658785881,19771993904,190212819319,109642890400,247859873984,148046375157,1336,2514,932724,201496476
2021-04-26T10:32:32.170304,0.5.6,apache/tinkerpop/gremlin-driver,INITIAL,Neo4j,66026032,1329132541,266585582540,4452633513025,2210875568227,4805789046115,2257846878445,101758,7208,888737,201532778
2021-04-26T10:44:46.942339,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT0,Neo4j,68524514,1293208822,40474957701,396080775443,229925842053,502492775128,296644394309,5613,2207,921943,201838329
2021-04-26T10:55:34.989396,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT1,Neo4j,68448289,1293676694,25746798324,325054863988,201824529510,442749933700,295673502668,3166,2480,939985,201967943
2021-04-26T11:00:51.505177,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT2,Neo4j,59508426,1231293580,25400258488,154086972104,98709706277,214585240934,135528617191,1911,1520,990463,201522398
2021-04-26T11:06:36.195792,0.5.6,apache/tinkerpop/gremlin-driver,DISCUPT3,Neo4j,49718648,1227186562,26837423895,155705050438,87881223595,253436830184,160662089443,2146,1821,1038372,201452913
2021-04-26T11:47:35.629687,0.5.6,neo4j/neo4j,INITIAL,Neo4j,52457517,838499135,105975700894,1471260305551,762125928452,1691889033104,873802116955,32607,3881,985770,201756993
2021-04-26T11:48:42.359520,0.5.6,neo4j/neo4j,DISCUPT0,Neo4j,54982760,834540126,5027448753,34139242814,20927381358,44553488099,26466142061,255,907,971174,201445678
2021-04-26T11:49:14.812356,0.5.6,neo4j/neo4j,DISCUPT1,Neo4j,35417933,812811929,9242646619,14003844040,12419256114,18876850513,8151219273,171,660,931715,201513643
2021-04-26T11:52:29.293507,0.5.6,neo4j/neo4j,DISCUPT2,Neo4j,35399374,806795542,15907790799,93167849652,60844398713,132139861588,84356385758,1238,1234,808385,201719954
2021-04-26T11:54:07.626499,0.5.6,neo4j/neo4j,DISCUPT3,Neo4j,35954275,804120161,15771601418,48326307350,32431226460,64522235992,33188091744,805,825,933306,201595378
2021-04-26T16:49:04.555256,0.5.6,apache/tinkerpop/gremlin-driver,INITIAL,Neo4j,176430875,3037796509,265668969364,4425317326621,2172176451651,4818752416831,2305768411290,101758,7208,129063412,0
2021-04-26T17:01:28.727058,0.5.6,apache/tinkerpop/gremlin-driver,UPDATE0,Neo4j,71238929,1711236483,38335899006,407172243735,230699692236,510868413222,296872198105,7600,260,0,0
2021-04-26T17:12:26.281082,0.5.6,apache/tinkerpop/gremlin-driver,UPDATE1,Neo4j,49554097,1504022789,22473041282,336749214229,205249210235,448870925042,296769949354,5622,40,0,0
2021-04-26T17:17:35.342185,0.5.6,apache/tinkerpop/gremlin-driver,UPDATE2,Neo4j,49217167,1400098608,22365649117,149343131749,89628100093,216235711663,135895146934,3438,9,0,0
2021-04-26T17:23:26.291209,0.5.6,apache/tinkerpop/gremlin-driver,UPDATE3,Neo4j,46819798,1328529376,23444944388,165181752285,90210885933,257670885763,160939374305,3974,9,0,0
2021-04-26T19:21:13.820733,0.5.6,apache/tinkerpop/gremlin-driver,BUILD0,Neo4j,67868449,1356284651,270226299858,4481808552407,2182106623847,4877232355743,2306817633688,102622,7279,0,0
2021-04-26T21:17:36.182721,0.5.6,apache/tinkerpop/gremlin-driver,BUILD1,Neo4j,67376877,1309529885,266573250461,4440240189696,2144978663818,4828686988814,2267269081269,102631,7277,0,0
2021-04-26T23:13:13.219689,0.5.6,apache/tinkerpop/gremlin-driver,BUILD2,Neo4j,67856974,1324508369,261971434856,4392546300504,2136775155316,4791375090866,2274106448917,102670,7277,0,0
2021-04-27T01:09:11.499262,0.5.6,apache/tinkerpop/gremlin-driver,BUILD3,Neo4j,65045533,1338599967,263582852842,4417356993004,2145558788636,4803349700403,2269014243935,102631,7277,0,0
2021-04-27T01:49:17.949439,0.5.6,neo4j/neo4j,INITIAL,Neo4j,51504290,859049587,103099284204,1445497415117,745308852875,1656412440725,849811450770,32607,3881,0,0
2021-04-27T01:50:22.199044,0.5.6,neo4j/neo4j,UPDATE0,Neo4j,49608259,853592272,2731535274,35292792120,21275409415,41909632716,25318055789,1138,24,0,0
2021-04-27T01:50:52.281648,0.5.6,neo4j/neo4j,UPDATE1,Neo4j,30621286,841991093,6835306515,14441882622,12456497488,16635810028,7928984627,834,0,0,0
2021-04-27T01:53:58.643949,0.5.6,neo4j/neo4j,UPDATE2,Neo4j,30263087,825480904,12952321074,90326690689,58236738292,126797524597,82223637245,2450,31,0,0
2021-04-27T01:55:34.184046,0.5.6,neo4j/neo4j,UPDATE3,Neo4j,30321408,838650445,13009955229,48946993522,31978992567,62371120597,32710380214,1628,10,0,0
2021-04-27T02:36:24.931478,0.5.6,neo4j/neo4j,BUILD0,Neo4j,50315156,867186118,105617190103,1466094610943,742026599233,1703647731574,875980397847,32942,3905,0,0
2021-04-27T03:17:03.149352,0.5.6,neo4j/neo4j,BUILD1,Neo4j,35384788,841444017,103453974594,1460811061619,742344194612,1690817517216,871015963586,32563,3877,0,0
2021-04-27T03:57:43.812044,0.5.6,neo4j/neo4j,BUILD2,Neo4j,50461176,896029694,106000704623,1455508548550,735542607029,1699731853928,876146163926,32684,3867,0,0
2021-04-27T04:38:38.452506,0.5.6,neo4j/neo4j,BUILD3,Neo4j,43130726,851414961,104189020846,1459443233405,740839776401,1708584880095,888065196918,32803,3874,0,0
2021-04-27T19:37:55.976205,0.5.6,FasterXML/jackson-databind,INITIAL,Neo4j,338760572,7755856927,563114454353,25098228265266,12804777444258,32072592187299,19232755997463,435439,17305,126230563,0
2021-04-27T19:40:01.915859,0.5.6,FasterXML/jackson-databind,UPDATE0,Neo4j,197480667,5282391396,6222388542,66663489899,38364963365,81579976866,47550611466,2280,12,0,0
2021-04-27T19:40:52.470607,0.5.6,FasterXML/jackson-databind,UPDATE1,Neo4j,169831197,4738707717,5764286959,26282688971,14274408583,31100979799,13580069194,1859,1,0,0
2021-04-27T19:41:41.561173,0.5.6,FasterXML/jackson-databind,UPDATE2,Neo4j,164944476,4658916068,8380996484,22433626935,14308540833,29665129636,13433852745,1873,1,0,0
2021-04-27T19:47:39.038152,0.5.6,FasterXML/jackson-databind,UPDATE3,Neo4j,167453701,4635035642,12301371494,195092586354,113695943428,238373868302,145262230225,3800,50,0,0
2021-04-28T08:15:43.619017,0.5.6,FasterXML/jackson-databind,INITIAL,Neo4j,193816817,4863079074,565854691627,25127725112491,12934112510379,31930210715387,19141710034341,435439,17305,0,0
2021-04-28T08:17:53.784521,0.5.6,FasterXML/jackson-databind,DISCUPT0,Neo4j,192464577,4632996075,13425110521,64109515239,38160596184,86513127683,47574103366,624,1668,1253559,210000946
2021-04-28T08:18:51.055410,0.5.6,FasterXML/jackson-databind,DISCUPT1,Neo4j,166952824,4632109085,12929645954,25603155593,14276004997,37702689500,13717991264,263,1597,1039851,202179743
2021-04-28T08:19:47.551668,0.5.6,FasterXML/jackson-databind,DISCUPT2,Neo4j,169396429,4671381889,15568596550,22171378180,14211923402,36941816616,13695066552,367,1507,1116486,201741682
2021-04-28T08:25:40.120306,0.5.6,FasterXML/jackson-databind,DISCUPT3,Neo4j,166234205,4733522729,19271699704,184698346271,109414678558,237520489954,143479124334,1336,2514,1117166,201445111
2021-04-28T20:48:36.048946,0.5.6,FasterXML/jackson-databind,BUILD0,Neo4j,179512148,4935457191,562554954730,25019095279521,12800155179246,31755289568204,18943131298961,435479,17305,1009278,201504857
2021-04-29T09:14:24.375796,0.5.6,FasterXML/jackson-databind,BUILD1,Neo4j,184497025,5006240633,563007682758,25003177391508,12793438167472,31934323685610,19132199834612,435481,17305,0,0
2021-04-29T21:42:20.145364,0.5.6,FasterXML/jackson-databind,BUILD2,Neo4j,180886473,4953762460,566004886200,25092044048299,12790019148678,32065440133948,19167971296156,435498,17305,0,0
2021-04-30T10:06:10.267791,0.5.6,FasterXML/jackson-databind,BUILD3,Neo4j,176731729,4891906375,558557041528,24944009214733,12782204304329,31826102705537,19077825864850,435568,17307,0,0
2021-04-30T22:42:20.711536,0.5.8,FasterXML/jackson-databind,INITIAL,Neo4j,677112614,8045165457,474606076600,24428183391292,11824747562978,31681204683069,18622458981041,435505,17315,133217454,0
2021-05-01T20:22:52.956396,0.5.8,apache/tinkerpop/gremlin-driver,INITIAL,OverflowDB,111269867,3003180205,693238377,2727868190,1212490071,727123064,6922037872,101824,7218,253307879,0
2021-05-01T20:22:58.342126,0.5.8,apache/tinkerpop/gremlin-driver,UPDATE0,OverflowDB,33714872,1846466799,1644286452,1272141694,1441946797,942349362,577074698,7601,260,0,0
2021-05-01T20:23:03.143914,0.5.8,apache/tinkerpop/gremlin-driver,UPDATE1,OverflowDB,28648743,1455961350,327804574,1376079133,145729404,960246526,1602964644,5623,40,0,0
2021-05-01T20:23:07.465855,0.5.8,apache/tinkerpop/gremlin-driver,UPDATE2,OverflowDB,28210494,1670240706,308072238,911350542,50433319,674990944,1394253409,3439,9,0,0
2021-05-01T20:23:11.545067,0.5.8,apache/tinkerpop/gremlin-driver,UPDATE3,OverflowDB,28109703,1302168498,287884018,1027844371,61807730,773314858,1423654487,3975,9,0,0
2021-05-01T20:23:27.110298,0.5.8,apache/tinkerpop/gremlin-driver,INITIAL,OverflowDB,27153119,1322433090,179088085,6153269526,868563565,4767444613,7767293729,101824,7218,0,0
2021-05-01T20:23:38.300294,0.5.8,apache/tinkerpop/gremlin-driver,DISCUPT0,OverflowDB,27930563,1313833434,184507845,2151600770,710094666,877860564,4654624784,102688,7289,1168456,2843773865
2021-05-01T20:23:44.069012,0.5.8,apache/tinkerpop/gremlin-driver,DISCUPT1,OverflowDB,41620045,1211130280,532788564,1148215550,111879901,1159905997,1554022854,2557,2197,289641530,982203667
2021-05-01T20:23:48.315768,0.5.8,apache/tinkerpop/gremlin-driver,DISCUPT2,OverflowDB,27425830,1191792857,426654546,874906633,51129247,933325978,1424400843,1511,1379,184191976,109189463
2021-05-01T20:23:52.632065,0.5.8,apache/tinkerpop/gremlin-driver,DISCUPT3,OverflowDB,25076694,1200977540,441448926,981344911,59565459,1050546790,1451045839,1813,1603,166330813,42657712
2021-05-01T20:24:07.433930,0.5.8,apache/tinkerpop/gremlin-driver,BUILD0,OverflowDB,25379599,1264429201,171971968,7442827472,1059472091,5937564415,5527303418,102688,7289,167332041,45889316
2021-05-01T20:24:31.235674,0.5.8,apache/tinkerpop/gremlin-driver,BUILD1,OverflowDB,25210058,1277578355,273595659,14705956429,867834091,13444022554,7433057277,102697,7287,0,0
2021-05-01T20:24:43.474253,0.5.8,apache/tinkerpop/gremlin-driver,BUILD2,OverflowDB,25137363,1309611415,222554411,3488056015,803899714,2314120358,7111138473,102736,7287,0,0
2021-05-01T20:24:54.315766,0.5.8,apache/tinkerpop/gremlin-driver,BUILD3,OverflowDB,26308254,1282271493,204250999,2033500640,777438137,802049563,7216653503,102697,7287,0,0
2021-05-01T20:25:01.443709,0.5.8,neo4j/neo4j,INITIAL,OverflowDB,11293224,895066001,64435888,1927458026,308925251,1465197381,4152762378,32608,3881,0,0
2021-05-01T20:25:02.604782,0.5.8,neo4j/neo4j,UPDATE0,OverflowDB,11077447,854631309,41575508,128934666,6910968,88293714,120444581,1138,24,0,0
2021-05-01T20:25:03.827699,0.5.8,neo4j/neo4j,UPDATE1,OverflowDB,11808049,819251445,262553149,100045304,216285977,61144608,25047524,834,0,0,0
2021-05-01T20:25:05.477748,0.5.8,neo4j/neo4j,UPDATE2,OverflowDB,10453397,800912577,198304220,337438461,62888325,256662056,298546914,2450,31,0,0
2021-05-01T20:25:06.909429,0.5.8,neo4j/neo4j,UPDATE3,OverflowDB,10615872,812087442,225068174,239703001,10907439,172484413,139857638,1628,10,0,0
2021-05-01T20:25:12.827725,0.5.8,neo4j/neo4j,INITIAL,OverflowDB,10803464,858791832,67735224,750631856,244394271,311290448,4209882929,32608,3881,0,0
2021-05-01T20:25:23.672224,0.5.8,neo4j/neo4j,DISCUPT0,OverflowDB,10959016,849105648,61805532,621913473,228565509,171981638,4118534190,32943,3905,1015456,5175698360
2021-05-01T20:25:25.162432,0.5.8,neo4j/neo4j,DISCUPT1,OverflowDB,11238759,795884370,230294360,54949307,174219517,50225743,25688823,115,619,55443104,312043896
2021-05-01T20:25:26.809717,0.5.8,neo4j/neo4j,DISCUPT2,OverflowDB,10539516,794379351,231852735,233359075,95808353,179419237,310135166,1272,1183,54679830,7908242
2021-05-01T20:25:28.227980,0.5.8,neo4j/neo4j,DISCUPT3,OverflowDB,10739564,763009021,189745467,223893106,13756919,198427492,139939983,793,819,54916299,31538049
2021-05-01T20:25:33.508970,0.5.8,neo4j/neo4j,BUILD0,OverflowDB,11465194,875278936,61306024,868523806,267183156,420620013,3345062468,32943,3905,55351634,21190703
2021-05-01T20:25:38.420461,0.5.8,neo4j/neo4j,BUILD1,OverflowDB,11191071,876586745,61677393,609273728,240811190,169457395,3332187427,32560,3877,0,0
2021-05-01T20:25:44.013833,0.5.8,neo4j/neo4j,BUILD2,OverflowDB,10610967,874676570,61940620,653512404,283932832,171356498,3972283077,32681,3867,0,0
2021-05-01T20:25:49.076529,0.5.8,neo4j/neo4j,BUILD3,OverflowDB,10546211,875081899,60783806,619336779,243025106,171364986,3476662649,32800,3874,0,0
2021-05-01T20:25:58.923759,0.5.8,apache/tinkerpop/gremlin-driver,INITIAL,OverflowDB,25031828,1357223404,150731665,2248646319,725536353,1047311384,6042190836,101824,7218,0,0
2021-05-01T20:26:03.831314,0.5.8,apache/tinkerpop/gremlin-driver,UPDATE0,OverflowDB,24682491,1218962953,1364137817,1822057726,1234233968,1618825833,472109995,7601,260,0,0
2021-05-01T20:26:08.588287,0.5.8,apache/tinkerpop/gremlin-driver,UPDATE1,OverflowDB,24376623,1221299608,266759997,1624443315,135806915,1365548124,1614646582,5623,40,0,0
